ID,site_number,site_ab,invaded_status,sterile_status,location,replicate,iteration,#_cotyledon,leaf_length,week0,week1,week2,week3,week4,week5,growth,above1,above2,above,below1,below2,below,biomass,status
165,15,B,uninvaded,live,Churchill,3,2,2,0.33,1.23,2.63,4.73,7.89,11.515,13.56,12.33,0.1819,0.1815,0.1817,0.068,0.0626,0.0653,0.247,alive
166,8,A,invaded,sterile,Churchill,3,2,2,0.21,1.06,0.95,1.48,,,,-1.06,,,,,,,NA,dead
167,12,B,uninvaded,sterile,airport,3,2,2,0.2,0.89,2.345,4.06,7.5,10.26,13.395,12.505,0.0786,0.0789,0.07875,0.0229,0.0227,0.0228,0.10155,alive
168,16,A,invaded,sterile,airport,3,2,2,0.18,0.77,2.905,4.12,8.015,11.385,14.39,13.62,0.0902,0.0904,0.0903,0.0365,0.036,0.03625,0.12655,alive
169,10,A,invaded,sterile,airport,4,2,0,,0.5,0.72,0.99,dead,,,-0.5,,,,,,,NA,dead
170,18,A,invaded,live,CNSC,4,2,2,0.25,1.035,2.385,4.035,7.575,11.81,14.12,13.085,0.1351,0.1349,0.135,0.0316,0.0316,0.0316,0.1666,alive
171,9,A,invaded,live,airport,4,2,0,,0.5,0.865,2.09,4.15,6.13,8.635,8.135,0.0297,0.03,0.02985,0.0077,0.0075,0.0076,0.03745,alive
172,1,B,uninvaded,sterile,Churchill,4,2,0,,0.68,1.415,3.025,4.735,8.98,13.29,12.61,0.1009,0.1007,0.1008,0.0338,0.0337,0.03375,0.13455,alive
173,15,A,invaded,sterile,Churchill,4,2,0,,0.5,0.98,1.18,2.074,,,-0.5,,,,,,,NA,dead
174,12,B,uninvaded,live,airport,4,2,0,,0.74,1.415,2.94,5.11,8.51,11.9,11.16,0.046,0.0455,0.04575,0.0135,0.0132,0.01335,0.0591,alive
175,14,A,invaded,sterile,Churchill,4,2,2,0.17,0.775,0.935,1.2,dead,,,-0.775,,,,,,,NA,dead
176,10,B,uninvaded,live,airport,4,2,0,,0.61,0.9,dead,,,,-0.61,,,,,,,NA,dead
177,15,B,uninvaded,sterile,Churchill,4,2,0,,0.71,1.12,1.61,2.13,4.68,7.54,6.83,0.0228,0.0228,0.0228,0.0057,0.0047,0.0052,0.028,alive
178,11,A,invaded,live,airport,4,2,0,,0.56,0.88,1.18,1.505,dead,,-0.56,,,,,,,NA,dead
179,8,A,invaded,sterile,Churchill,4,2,2,0.22,0.895,1.12,1.69,4.41,dead,,-0.895,,,,,,,NA,dead
180,17,A,invaded,sterile,CNSC,4,2,2,0.19,0.98,1.345,1.915,3.775,7.67,11.48,10.5,0.0476,0.0473,0.04745,0.0039,0.0043,0.0041,0.05155,alive
181,6,A,invaded,sterile,Churchill,4,2,2,0.185,0.63,1.08,1.81,2.81,3.55,5.5,4.87,0.0066,0.0063,0.00645,0.0016,0.0021,0.00185,0.0083,alive
182,6,B,uninvaded,live,Churchill,4,2,0,,0.725,1.105,dead,,,,-0.725,,,,,,,NA,dead
183,16,B,uninvaded,sterile,airport,4,2,0,,0.66,2.13,3.55,5.99,8.59,10.99,10.33,0.0296,0.0301,0.02985,0.0053,0.0051,0.0052,0.03505,alive
184,13,A,invaded,sterile,airport,4,2,2,0.17,0.58,1.87,2.24,5.21,7.395,9.98,9.4,0.0628,0.063,0.0629,0.0182,0.0183,0.01825,0.08115,alive
185,7,A,invaded,live,Churchill,4,2,0,,0.585,1.505,3.025,5.715,8.56,12.36,11.775,0.0731,0.0727,0.0729,0.021,0.0211,0.02105,0.09395,alive
186,17,A,invaded,live,CNSC,4,2,2,0.17,0.63,1.115,2.03,3.46,5.78,8.485,7.855,0.0232,0.0229,0.02305,0.0062,0.0065,0.00635,0.0294,alive
187,16,A,invaded,live,airport,4,2,2,0.185,0.58,1.04,1.35,2.06,dead,,-0.58,,,,,,,NA,dead
188,10,A,invaded,live,airport,4,2,0,,0.67,1.99,3.29,4.4,5.8,9.085,8.415,0.0227,0.0228,0.02275,0.0048,0.0044,0.0046,0.02735,alive
189,13,A,invaded,live,airport,4,2,0,,0.52,0.98,1.24,2.59,4.07,7.66,7.14,0.0112,0.0108,0.011,0.0012,0.0018,0.0015,0.0125,alive
190,9,B,uninvaded,live,airport,4,2,2,0.185,0.53,1.715,3.4,5.68,9.22,12.25,11.72,0.0985,0.0981,0.0983,0.0344,0.034,0.0342,0.1325,alive
191,15,B,uninvaded,live,Churchill,4,2,2,0.175,0.71,2.195,3.525,6.11,8.69,12.55,11.84,0.0995,0.0992,0.09935,0.0339,0.0335,0.0337,0.13305,alive
192,7,B,uninvaded,sterile,Churchill,4,2,2,0.215,0.865,1.405,2.335,5.025,8.37,12.775,11.91,0.0657,0.0658,0.06575,0.0144,0.0147,0.01455,0.0803,alive
193,14,B,uninvaded,sterile,Churchill,4,2,0,,0.74,1.04,dead,,,,-0.74,,,,,,,NA,dead
194,14,B,uninvaded,live,Churchill,4,2,2,0.195,0.69,1.095,1.51,2.855,4.98,7.39,6.7,0.0228,0.0225,0.02265,0.0059,0.0061,0.006,0.02865,alive
195,18,A,invaded,sterile,CNSC,4,2,2,0.16,0.58,1.075,4.23,7.33,10.55,14.48,13.9,0.1033,0.1029,0.1031,0.0328,0.0324,0.0326,0.1357,alive
196,9,A,invaded,sterile,airport,4,2,0,,0.72,1.52,2.55,4.52,8.235,11.595,10.875,0.0541,0.0542,0.05415,0.0137,0.0141,0.0139,0.06805,alive
197,17,B,uninvaded,live,CNSC,4,2,2,0.21,0.66,0.8,1.12,1.5,2.925,4.98,4.32,0.0036,0.0028,0.0032,0.0004,0.0006,0.0005,0.0037,alive
198,6,B,uninvaded,sterile,Churchill,4,2,0,,0.48,0.86,1.62,2.71,5.655,8.31,7.83,0.0202,0.0201,0.02015,0.0069,0.0067,0.0068,0.02695,alive
199,12,A,invaded,sterile,airport,4,2,0,,0.65,1.06,2.12,4.09,5.59,10.22,9.57,0.0343,0.0345,0.0344,0.0114,0.0111,0.01125,0.04565,alive
200,13,B,uninvaded,live,airport,4,2,0,,0.675,0.825,1.395,1.65,2.29,4.08,3.405,0.0022,0.002,0.0021,0.0002,0.0005,0.00035,0.00245,alive
201,12,A,invaded,live,airport,4,2,,,0.585,0.97,1.1,dead,,,-0.585,,,,,,,NA,dead
202,10,B,uninvaded,sterile,airport,4,2,2,0.2,0.54,1.05,1.68,2.44,3.51,5.58,5.04,0.0026,0.0024,0.0025,0.0007,0.0003,0.0005,0.003,alive
203,16,A,invaded,sterile,airport,4,2,0,,0.58,0.835,1.88,3.05,5.23,8.705,8.125,0.0166,0.0168,0.0167,0.0058,0.005,0.0054,0.0221,alive
204,11,A,invaded,sterile,airport,4,2,2,0.205,0.495,dead,,,,,-0.495,,,,,,,NA,dead
205,9,B,uninvaded,sterile,airport,4,2,2,0.25,0.5,0.95,1.38,1.61,dead,,-0.5,,,,,,,NA,dead
206,17,B,uninvaded,sterile,CNSC,4,2,0,,0.52,1.65,2.97,4.5,7.315,10.78,10.26,0.0374,0.0368,0.0371,0.0085,0.0079,0.0082,0.0453,alive
207,11,B,uninvaded,sterile,airport,4,2,2,0.28,0.735,1.915,3.22,5.835,8.81,13.405,12.67,0.0718,0.0722,0.072,0.0153,0.0154,0.01535,0.08735,alive
208,7,B,uninvaded,live,Churchill,4,2,2,0.215,0.7,1.71,3.38,5.22,6.51,6.55,5.85,0.0189,0.0192,0.01905,0.0063,0.0065,0.0064,0.02545,alive
209,1,A,invaded,sterile,Churchill,4,2,2,0.26,0.67,1.975,3.09,5,6.93,8.37,7.7,0.0195,0.0196,0.01955,0.002,0.0015,0.00175,0.0213,alive
210,18,B,uninvaded,live,CNSC,4,2,0,,0.92,1.24,,,,,-0.92,,,,,,,NA,dead
211,7,A,invaded,sterile,Churchill,4,2,2,0.22,0.81,2.22,3.6,6.02,8.67,12.71,11.9,0.0906,0.0908,0.0907,0.0248,0.0249,0.02485,0.11555,alive
212,18,B,uninvaded,sterile,CNSC,4,2,2,0.21,0.55,0.915,1.3,2.01,3.725,5.24,4.69,0.0036,0.0031,0.00335,0.0008,0.0007,0.00075,0.0041,alive
213,1,B,uninvaded,live,Churchill,4,2,2,0.22,0.875,1.59,2.05,2.4,2.93,4.215,3.34,0.001,0.0008,0.0009,0.0002,0.0003,0.00025,0.00115,alive
214,8,A,invaded,live,Churchill,4,2,0,,0.515,0.89,1.04,,,,-0.515,,,,,,,NA,dead
215,8,B,uninvaded,sterile,Churchill,4,2,2,0.18,0.6,0.75,1.18,1.45,dead,,-0.6,,,,,,,NA,dead
216,11,B,uninvaded,live,airport,4,2,2,0.19,0.935,3.18,5.49,8.85,11.12,13.36,12.425,0.1146,0.1148,0.1147,0.0262,0.0255,0.02585,0.14055,alive
217,8,B,uninvaded,live,Churchill,4,2,0,,0.5,1.25,1.76,2.97,4.54,5.695,5.195,0.0057,0.0053,0.0055,0.0015,0.0009,0.0012,0.0067,alive
218,15,A,invaded,live,Churchill,4,2,2,0.2,0.74,2.24,4.68,6.885,9.06,10.985,10.245,0.0821,0.0818,0.08195,0.0265,0.0261,0.0263,0.10825,alive
219,13,B,uninvaded,sterile,airport,4,2,0,,0.55,0.845,1.21,3.635,5.3,7.455,6.905,0.0117,0.0015,0.0066,0.0023,0.0038,0.00305,0.00965,alive
220,14,A,invaded,live,Churchill,4,2,0,,0.77,1.495,2.49,4.095,7.355,10.11,9.34,0.0405,0.0407,0.0406,0.0115,0.0114,0.01145,0.05205,alive
221,16,B,uninvaded,live,airport,4,2,0,,0.87,1.1,1.6,2.4,,,-0.87,,,,,,,NA,dead
222,12,B,uninvaded,sterile,airport,4,2,2,0.22,0.84,2.04,5.005,6.89,10.43,12.56,11.72,0.0652,0.0648,0.065,0.0152,0.015,0.0151,0.0801,alive
223,6,A,invaded,live,Churchill,4,2,2,0.26,0.615,1.39,2.36,2.835,3.945,5.85,5.235,0.0092,0.0085,0.00885,0.0025,0.0019,0.0022,0.01105,alive
224,1,A,invaded,live,Churchill,4,2,0,,0.715,1.22,1.65,2.515,4.075,6.36,5.645,0.0164,0.0162,0.0163,0.004,0.0037,0.00385,0.02015,alive
